frequency,ka,acousticTS,echoSMs,sphereTS,noaa_applet
267000.0,21.6330329568624,-38.0494588679197,-38.049458867921885,-38.04945886795006,-38.049458867922034
268000.0,21.7140555522065,-38.0103004690707,-38.01030046907369,-38.010300469112224,-38.01030046907393
269000.0,21.7950781475506,-37.8870385317606,-37.887038531759536,-37.88703853181012,-37.887038531759714
270000.0,21.8761007428946,-37.7368117078267,-37.73681170782557,-37.736811707891015,-37.73681170782574
271000.0,21.9571233382387,-37.564581897591,-37.56458189758962,-37.564581897581554,-37.56458189758981
272000.0,22.0381459335827,-37.372717602695,-37.372717602693335,-37.372717602683345,-37.37271760269357
273000.0,22.1191685289268,-37.1916822352815,-37.19168223527961,-37.191682235266875,-37.19168223527984
274000.0,22.2001911242708,-37.1599308477838,-37.15993084778151,-37.15993084776555,-37.15993084778202
275000.0,22.2812137196149,-37.7405227211347,-37.74052272113152,-37.74052272111064,-37.74052272113295
276000.0,22.3622363149589,-42.0276738863557,-42.027673886350044,-42.027673886307255,-42.02767388635476
277000.0,22.443258910303,-47.6882874232106,-47.68828742320045,-47.688287423207726,-47.68828742320805
278000.0,22.524281505647,-62.065915492517,-62.06591549245309,-62.065915492505,-62.06591549245882
279000.0,22.6053041009911,-50.6656750242956,-50.66567502429603,-50.665675024289285,-50.665675024295275
280000.0,22.6863266963351,-46.9329691436414,-46.93296914364075,-46.9329691436318,-46.9329691436412
281000.0,22.7673492916792,-45.4272353066073,-45.427235306607194,-45.427235306595094,-45.42723530660679
282000.0,22.8483718870233,-44.7166137039635,-44.71661370396228,-44.71661370394274,-44.716613703962125
